SN,identifier,group_name,fiscal_year_id,date,district_id,rural_municipality_id,ward_no,component_id,sub_component_id,group_type_id,,,,,,,,
673,A-1-A-1961,Shree Maa Bhagwati Bakhra Prabandhan Samuha,2077/078,2077-04-13,22,Rajgadh,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
674,A-1-A-1963,Shree Bajarangbali Dairy Utpadan Samuha,2077/078,2077-05-26,22,Rajgadh,2,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
675,A-1-A-1964,Shree Bajarangbali Bakhra Prabandhan Samuha,2077/078,2077-06-06,22,Rajgadh,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
676,A-1-A-1965,Maa Bhagwati Dairy Prabandhan Samuha,2077/078,2077-06-06,22,Rajgadh,6,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
677,A-1-A-1966,Chatthi Maharani Bakhra Prabandhan Samuha,2077/078,2077-06-09,22,Rajgadh,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
678,A-1-A-1967,Isha Atulam Madarsa Kukhura Prabardhan Samuha,2077/078,2077-06-30,22,Rajgadh,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
679,A-1-A-1968,Chandra Uday Bakhara Prabardhan Samuha,2077/078,2077-05-30,22,Rajgadh,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
680,A-1-A-1969,Shree Mahadev Bakhra Prabardhan Samuha,2077/078,2077-06-04,22,Rajgadh,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
681,A-1-A-1970,Dinabhadri Bakhra Prabardhan Samuha,2077/078,2077-05-21,22,Rajgadh,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
682,A-1-A-1971,Suryamukhi Bakhra Utpadan Krishak Samuha,2077/078,2077-06-12,22,Rajgadh,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
683,A-1-A-1972,Keshav Bakhra Palan Pathshan,2077/078,2077-06-05,22,Rajgadh,3,Component A,Livestock,FFS (Goat),,,,,,,,
684,A-1-A-1973,Shree Baba Dihabaar Krishak Pathshala,2077/078,2077-06-28,22,Rajgadh,4,Component A,Livestock,FFS (Dairy),,,,,,,,
685,A-1-B-1974,Shree Garsing Baba Bakhra Prabardan  Samuha,2077/078,2077-04-01,22,166,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
686,A-1-B-1975,Maa Laxmi Bakhra Prabandhan Samuha,2077/078,2077-06-09,22,166,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
687,A-1-B-1976,Shree Ram Ashram Bakhrapalan Sahuha,2077/078,2077-06-07,22,166,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
688,A-1-A-1977,Shree Ramjanaki Dairy Prabandhan Samuha,2077/078,2077-06-18,22,Rajgadh,4,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
689,A-1-B-1978,Shree Sanidev Pashupalan Samuha,2077/078,2077-06-04,22,166,6,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
690,A-1-B-1979,Shree Nirso Pashupalan Samuha,2077/078,2077-06-11,22,166,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
691,A-1-B-1980,Maa Bhagwati PashuJanya Samuha,2077/078,2077-06-05,22,166,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
692,A-1-B-1981,Shree Dihibaar Baba Pashupalan Samuha 166,2077/078,2077-06-26,22,166,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
693,C-5-K-1982,Bindabasini Krishi Utpadak Krishak Samuha,2077/078,2077-06-06,25,Kalinchok,2,Component A,Crop,Others,,,,,,,,
694,C-5-K-1983,Harabhara Krishi Utpadak Krishak Samuha,2077/078,2077-06-05,25,Kalinchok,8,Component A,Crop,Others,,,,,,,,
695,C-5-K-1985,Laliguranssss Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Kalinchok,9,Component A,Crop,Others,,,,,,,,
696,C-5-K-1986,Paheliiii Krishi Utpadak Krishak Samuha,2077/078,2077-06-04,25,Kalinchok,8,Component A,Crop,Others,,,,,,,,
697,C-5-K-1987,Panighaat Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Kalinchok,1,Component A,Crop,Others,,,,,,,,
698,C-5-K-1988,Prakhintar Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Kalinchok,1,Component A,Crop,Others,,,,,,,,
699,C-5-K-1989,Sansari Krishi Utpadak Krishak Samuha,2077/078,2021-06-09,25,Kalinchok,1,Component A,Crop,Others,,,,,,,,
700,C-5-K-1990,Kalinaag Krishi Utpadak Krishak Samuha,2077/078,2077-06-05,25,Kalinchok,3,Component A,Crop,Others,,,,,,,,
701,C-5-K-1991,Sayapatri Krishi Utpadak Krishak Samuha,2077/078,2077-06-04,25,Kalinchok,4,Component A,Crop,Others,,,,,,,,
702,C-5-K-1992,Setideviiiiiii Krishi Utpadak Krishak Samuha,2077/078,2021-06-09,25,Kalinchok,5,Component A,Crop,Others,,,,,,,,
703,C-5-K-1993,Mahadevisthan Krishi Utpadak Krishak Samuha,2077/078,2077-09-08,25,Kalinchok,7,Component A,Crop,Others,,,,,,,,
704,C-5-K-1994,Sunakhari Krishi Utpadak Krishak Samuha,2077/078,2077-06-22,25,Kalinchok,4,Component A,Crop,Seed Producers,,,,,,,,
705,C-5-K-1995,Sunakharii Krishi Utpadak Krishak Samuha,2077/078,2021-06-09,25,Kalinchok,9,Component A,Crop,Others,,,,,,,,
706,C-5-K-1996,Sworgadwari Krishi Utpadak Krishak Samuha,2077/078,2077-08-03,25,Kalinchok,9,Component A,Crop,Others,,,,,,,,
707,C-5-K-1997,Torikhet Krishi Utpadak Krishak Samuha,2077/078,2077-08-27,25,Kalinchok,7,Component A,Crop,Others,,,,,,,,
708,C-5-P-1998,Aasare Krishi Utpadak Krishak Samuha,2077/078,2077-06-29,25,Tamakoshi,1,Component A,Crop,Others,,,,,,,,
709,C-5-P-1999,Eklebari Krishi Utpadak Krishak Samuha,2077/078,2077-06-28,25,Tamakoshi,1,Component A,Crop,Others,,,,,,,,
710,C-5-P-2001,Kali daha Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Tamakoshi,1,Component A,Crop,Others,,,,,,,,
711,C-5-P-2002,Majhigauun Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Tamakoshi,1,Component A,Crop,Others,,,,,,,,
712,C-5-P-2003,Chhaude Krishi Utpadak Krishak Samuha,2077/078,2077-09-20,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
713,C-5-P-2004,Gogandada Krishi Utpadak Krishak Samuha,2077/078,2077-09-20,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
714,C-5-P-2005,Kalapani Krishi Utpadak Krishak Samuha,2077/078,2077-06-12,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
715,C-5-P-2006,Noon Thala Krishi Utpadak Krishak Samuha,2077/078,2077-06-12,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
716,C-5-P-2008,Namunaaaaa Krishi Utpadak Krishak Samuha,2077/078,2077-03-29,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
717,C-5-P-2009,Namuna Gairigauunn Krishi Utpadak Krishak Samuha,2077/078,2077-06-09,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
718,C-5-P-2010,Pashupatiiiii Krishi Utpadak Krishak Samuha,2077/078,2077-06-09,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
719,C-5-P-2011,Rupse Raheli Krishi Utpadak Krishak Samuha,2077/078,2077-09-10,25,Tamakoshi,3,Component A,Crop,Others,,,,,,,,
720,C-5-P-2012,Phewataaal Krishi Utpadak Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
721,C-5-P-2013,Yogigauun Krishi Utpadak Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
722,C-5-P-2014,Yogitolee Krishi Utpadak Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
723,C-5-P-2015,Dadagaun Krishi Utpadak Krishak Samuha,2077/078,2077-06-23,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
724,C-5-P-2016,Kotgaun Krishi Utpadak Krishak Samuha,2077/078,2077-06-25,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
725,C-5-P-2017,Setideeviii Krishi Utpadak Krishak Samuha,2077/078,2077-06-25,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
726,C-5-P-2018,Chapabot Krishi Utpadak Krishak Samuha,2077/078,2077-06-23,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
727,C-5-P-2019,Chapabot Malu Krishi  UtpadaK Krishak Samuha,2077/078,2077-06-23,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
728,A-1-A-2022,Dinabhadri Bakhra Prabardhan Samuha Rajgadh,2077/078,2077-05-21,22,Rajgadh,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
729,C-5-P-2023,Bhimeshwooor Krishi Utpadak Krishak Samuha,2077/078,2077-10-18,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
730,C-5-P-2024,Sunarupa Krishi Utpadak Krishak Samuha,2077/078,2077-06-25,25,Tamakoshi,4,Component A,Crop,Others,,,,,,,,
731,C-5-P-2025,Goverdhantar Krishi Utpadak Krishak Samuha,2077/078,2077-11-19,25,Tamakoshi,5,Component A,Crop,Seed Producers,,,,,,,,
732,C-5-P-2026,Mankamanaaa Krishi Utpadak Krishak Samuha,2077/078,2077-11-18,25,Tamakoshi,5,Component A,Crop,Seed Producers,,,,,,,,
733,C-5-P-2027,Shidheswoorr Krishi Utpadak Krishak Samuha,2077/078,2077-11-20,25,Tamakoshi,5,Component A,Crop,Seed Producers,,,,,,,,
734,C-5-P-2028,Phuyalthumka Krishi Utpadak Krishak Samuha,2077/078,2077-09-17,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
735,C-5-P-2029,Khimtidanda Krishi Utpadak Krishak Samuha,2077/078,2077-06-28,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
736,C-5-P-2030,Tinkuneee Krishi Utpadak Krishak Samuha,2077/078,2077-09-14,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
737,C-5-P-2031,Bhangerii Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
738,C-5-P-2032,Bhangeri Sahare Krishi Utpadak Krishak Samuha,2077/078,2077-06-23,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
739,C-5-P-2033,Saharetar Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
740,C-5-P-2034,Arkhaule Krishi Utpadak Krishak Samuha,2077/078,2077-06-12,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
741,C-5-P-2035,Kallerii Krishi Utpadak Krishak Samuha,2077/078,2077-06-27,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
742,C-5-P-2036,Rojita Krishi Utpadak Krishak Samuha,2077/078,2077-06-27,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
743,C-5-P-2037,Gufle Krishi Utpadak Krishak Samuha,2077/078,2077-06-27,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
744,C-5-P-2038,Hariyalii Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
745,C-5-P-2039,Sunauloo Krishi Utpadak Krishak Samuha,2077/078,2077-06-24,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
746,C-5-P-2040,Mankamaaana Krishi Utpadak Krishak Samuha,2077/078,2077-06-28,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
747,C-5-P-2041,Bhimsheen Krishi Utpadak Krishak Samuha,2077/078,2077-06-23,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
748,C-5-P-2043,Nepantar Krishi Utpadak Krishak Samuha,2077/078,2077-06-27,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
749,C-5-P-2045,Di Sisne Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
750,C-5-P-2046,Patitole Krishi Utpadak Krishak Samuha,2077/078,2077-06-22,25,Tamakoshi,5,Component A,Crop,Others,,,,,,,,
751,C-5-P-2047,Rautgaun Krishi Utpadak Krishak Samuha,2077/078,2077-06-29,25,Tamakoshi,1,Component A,Crop,Others,,,,,,,,
752,C-5-P-2048,Tinpate Krishi Utpadak Krishak Samuha,2077/078,2077-06-26,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
753,C-6-R-2049,Shikar Krishi Utpadak Krishak Samuha,2077/078,2077-07-17,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
754,C-6-R-2050,Janajagaran Krishi Utpadak Krishak Samuha,2077/078,2077-10-14,28,Lisankhu Pakhar,5,Component A,Crop,Others,,,,,,,,
755,C-6-R-2051,Panchakaannya Krishi Utpadak Krishak Samuha,2077/078,2077-09-06,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
756,C-6-R-2052,Sayapatrrii Krishi Utpadak Krishak Samuha,2077/078,2077-07-17,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
757,C-6-R-2053,Sungava Krishi Utpadak Krishak Samuha,2077/078,2077-07-02,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
758,C-6-R-2054,Yakikrit Krishi Utpadak Krishak Samuha,2077/078,2077-06-29,28,Lisankhu Pakhar,5,Component A,Crop,Others,,,,,,,,
759,C-6-R-2055,Khadadevi Krishi Utpadak Krishak Samuha,2077/078,2077-06-30,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
760,C-6-R-2056,Sindhu Jagaran Krishi Utpadak Krishak Samuha,2077/078,2077-06-30,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
761,C-6-R-2057,Fetalitole Krishi Utpadak Krishak Samuha,2077/078,2077-06-30,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
762,C-6-R-2058,Kakaling Krishi Utpadak Krishak Samuha,2077/078,2077-06-30,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
763,C-6-R-2071,Barnaa Krishi Utpadak Krishak Samuha,2077/078,2077-08-06,28,Lisankhu Pakhar,5,Component A,Crop,Others,,,,,,,,
764,C-6-R-2077,Timure Krishi Utpadak Krishak Samuha,2077/078,2077-06-28,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
765,C-6-R-2083,Koopila Krishi Utpadak Krishak Samuha,2077/078,2077-09-07,28,Lisankhu Pakhar,6,Component A,Crop,Seed Producers,,,,,,,,
766,C-6-R-2084,Sampada Krishi Utpadak Krishak Samuha,2077/078,2077-08-06,28,Lisankhu Pakhar,5,Component A,Crop,Others,,,,,,,,
767,C-6-R-2085,Settidevi Krishi Utpadak Krishak Samuha,2077/078,2077-06-30,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
768,C-6-R-2086,Tripuraadevi Krishi Utpadak Krishak Samuha,2077/078,2077-06-29,28,Lisankhu Pakhar,5,Component A,Crop,Others,,,,,,,,
769,C-6-R-2087,Harisiddhi Krishi Utpadak Krishak Samuha,2077/078,2077-09-13,28,Lisankhu Pakhar,1,Component A,Crop,Others,,,,,,,,
770,C-6-R-2088,Suryaamukhii Krishi Utpadak Krishak Samuha,2077/078,2077-09-07,28,Lisankhu Pakhar,6,Component A,Crop,Others,,,,,,,,
771,C-6-R-2089,Kalidevi Krishi Utpadak Krishak Samuha,2077/078,2077-07-18,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
772,C-6-R-2090,Makhamali Krishi Utpadak Krishak Samuha,2077/078,2077-10-21,28,Lisankhu Pakhar,3,Component A,Crop,Others,,,,,,,,
773,C-6-R-2091,Chhenan Gyalba Krishi Utpadak Krishak Samuha,2077/078,2077-11-23,28,Lisankhu Pakhar,3,Component A,Crop,Others,,,,,,,,
774,C-6-R-2092,Mahakala Krishi Utpadak Krishak Samuha,2077/078,2077-09-24,28,Lisankhu Pakhar,1,Component A,Crop,Others,,,,,,,,
775,C-6-R-2093,Thulo Bandhan Krishi Utpadak Krishak Samuha,2077/078,2077-07-06,28,Lisankhu Pakhar,6,Component A,Crop,Others,,,,,,,,
776,C-6-R-2094,Jaleshwooori Krishi Utpadak Krishak Samuha,2077/078,2077-06-29,28,Lisankhu Pakhar,5,Component A,Crop,Others,,,,,,,,
777,C-6-R-2095,Lakui Mesipa Krishi Utpadak Krishak Samuha,2077/078,2077-06-28,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
778,C-6-R-2096,Chiple Krishi Utpadak Krishak Samuha,2077/078,2077-11-22,28,Lisankhu Pakhar,3,Component A,Crop,Others,,,,,,,,
779,C-6-R-2097,Bhumethaan Krishi Utpadak Krishak Samuha,2077/078,2077-12-10,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
780,C-6-R-2098,Daaanphe Krishi Utpadak Krishak Samuha,2077/078,2077-11-22,28,Lisankhu Pakhar,1,Component A,Crop,Others,,,,,,,,
781,C-6-R-2099,Dasetole Krishi Utpadak Krishak Samuha,2077/078,2077-09-04,28,Lisankhu Pakhar,1,Component A,Crop,Others,,,,,,,,
782,C-6-R-2100,Gagar Krishi Utpadak Krishak Samuha,2077/078,2077-12-09,28,Lisankhu Pakhar,4,Component A,Crop,Seed Producers,,,,,,,,
783,C-6-R-2101,Ghungtole Krishi Utpadak Krishak Samuha,2077/078,2077-12-11,28,Lisankhu Pakhar,1,Component A,Crop,Others,,,,,,,,
784,C-6-R-2102,Gyangdada Krishi Utpadak Krishak Samuha,2077/078,2077-12-10,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
785,C-6-R-2103,Mildada Hat Bhanjyang Krishi Utpadak Krishak Samuha,2077/078,2077-12-15,28,Lisankhu Pakhar,3,Component A,Crop,Others,,,,,,,,
786,C-6-R-2104,Kopila Bhumesthan Krishi Utpadak Krishak Samuha,2077/078,2077-07-02,28,Lisankhu Pakhar,7,Component A,Crop,Others,,,,,,,,
787,C-6-R-2105,Laligurranss Krishi Utpadak Krishak Samuha,2077/078,2077-09-07,28,Lisankhu Pakhar,6,Component A,Crop,Others,,,,,,,,
788,C-6-R-2106,Langma Krishi Utpadak Krishak Samuha,2077/078,2077-12-15,28,Lisankhu Pakhar,3,Component A,Crop,Others,,,,,,,,
789,C-6-R-2107,Mahalaxmi Krishi Utpadak Krishak Samuha,2077/078,2077-08-08,28,Lisankhu Pakhar,6,Component A,Crop,Others,,,,,,,,
790,C-6-R-2108,Mude Krishi Utpadak Krishak Samuha,2077/078,2077-10-16,28,Lisankhu Pakhar,5,Component A,Crop,Others,,,,,,,,
791,C-6-R-2109,Namuunaaaaa Krishi Utpadak Krishak Samuha,2077/078,2077-11-26,28,Lisankhu Pakhar,2,Component A,Crop,Others,,,,,,,,
792,C-6-R-2110,Nargaun Krishi Utpadak Krishak Samuha,2077/078,2077-11-19,28,Lisankhu Pakhar,2,Component A,Crop,Others,,,,,,,,
793,C-6-R-2111,Nigale Krishi Utpadak Krishak Samuha,2077/078,2077-11-19,28,Lisankhu Pakhar,2,Component A,Crop,Others,,,,,,,,
794,C-6-R-2112,Ninjel Krishi Utpadak Krishak Samuha,2077/078,2077-12-12,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
795,C-6-R-2113,Parijat Krishi Utpadak Krishak Samuha,2077/078,2077-12-13,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
796,C-6-R-2114,Pedku Krishi Utpadak Krishak Samuha,2077/078,2077-09-08,28,Lisankhu Pakhar,6,Component A,Crop,Others,,,,,,,,
797,C-6-R-2115,Buddha Chhorden Krishi Utpadak Krishak Samuha,2077/078,2077-12-10,28,Lisankhu Pakhar,3,Component A,Crop,Others,,,,,,,,
798,C-6-R-2116,Shila Devii Krishi Utpadak Krishak Samuha,2077/078,2077-10-21,28,Lisankhu Pakhar,3,Component A,Crop,Others,,,,,,,,
799,C-6-R-2117,Sikre Krishi Utpadak Krishak Samuha,2077/078,2077-07-17,28,Lisankhu Pakhar,4,Component A,Crop,Others,,,,,,,,
800,C-6-R-2118,Thulo Dhanding Krishi Utpadak Krishak Samuha,2077/078,2077-12-11,28,Lisankhu Pakhar,1,Component A,Crop,Others,,,,,,,,
801,C-6-R-2119,Tothi Krishi Utpadak Krishak Samuha,2077/078,2077-07-20,28,Lisankhu Pakhar,2,Component A,Crop,Others,,,,,,,,
802,C-6-R-2120,Ujeli Krishi Utpadak Krishak Samuha,2077/078,2077-11-21,28,Lisankhu Pakhar,2,Component A,Crop,Others,,,,,,,,
803,C-6-R-2121,Utsapa Krishi Utpadak Krishak Samuha,2077/078,2077-07-20,28,Lisankhu Pakhar,2,Component A,Crop,Others,,,,,,,,
804,C-6-Q-2122,Ambote  Krishi Utpadak Krishak Samuha,2077/078,2077-06-02,28,Indrawati,9,Component A,Crop,Others,,,,,,,,
805,C-6-Q-2123,Archale Krishi Utpadak Krishak Samuha,2077/078,2077-06-09,28,Indrawati,8,Component A,Crop,Others,,,,,,,,
806,C-6-Q-2124,Badegaun Maitri  Krishi Utpadak Krishak Samuha,2077/078,2077-09-10,28,Indrawati,6,Component A,Crop,Others,,,,,,,,
807,C-6-Q-2125,Badeli Ripini  Krishi Utpadak Krishak Samuha,2077/078,2077-06-21,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
808,C-6-Q-2126,Bhadauurre Krishi Utpadak Krishak Samuha,2077/078,2077-06-05,28,Indrawati,9,Component A,Crop,Others,,,,,,,,
809,C-6-Q-2127,Bhangeerri  Krishi Utpadak Krishak Samuha,2077/078,2077-07-19,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
810,C-6-Q-2128,Chandrawoti Krishi Utpadak Krishak Samuha,2077/078,2077-07-20,28,Indrawati,8,Component A,Crop,Others,,,,,,,,
811,C-6-Q-2129,Deuralli Krishi Utpadak Krishak Samuha,2077/078,2077-07-19,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
812,C-6-Q-2130,Dhadbesi Krishi Utpadak Krishak Samuha,2077/078,2077-07-11,28,Indrawati,6,Component A,Crop,Others,,,,,,,,
813,C-6-Q-2131,GaukhureshworKrishi Utpadak Krishak Samuha,2077/078,2077-06-13,28,Indrawati,6,Component A,Crop,Others,,,,,,,,
814,C-6-Q-2132,Hanuman Krishi Utpadak Krishak Samuha,2077/078,2077-06-17,28,Indrawati,6,Component A,Crop,Others,,,,,,,,
815,C-6-Q-2133,Jaleshwoorri Krishi Utpadak Krishak Samuha,2077/078,2077-08-05,28,Indrawati,9,Component A,Crop,Others,,,,,,,,
816,C-6-Q-2134,Kalikaaaa Krishi Utpadak Krishak Samuha,2077/078,2077-06-13,28,Indrawati,6,Component A,Crop,Others,,,,,,,,
817,C-6-Q-2135,Kaliika Krishi Utpadak Krishak Samuha,2077/078,2077-08-04,28,Indrawati,8,Component A,Crop,Others,,,,,,,,
818,C-6-Q-2136,Kamalamai Krishi Utpadak Krishak Samuha,2077/078,2077-06-13,28,Indrawati,6,Component A,Crop,Others,,,,,,,,
819,C-6-Q-2137,Khadpeshwor Krishi Utpadak Krishak Samuha,2077/078,2077-06-21,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
820,C-6-Q-2138,Milijuli Krishi Utpadak Krishak Samuha,2077/078,2077-06-09,28,Indrawati,8,Component A,Crop,Others,,,,,,,,
821,C-6-Q-2139,Mulbato Krishi Utpadak Krishak Samuha,2077/078,2077-08-05,28,Indrawati,9,Component A,Crop,Others,,,,,,,,
822,C-6-Q-2140,Patlepani Krishi Utpadak Krishak Samuha,2077/078,2077-07-19,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
823,C-6-Q-2141,Radhakrishna Krishi Utpadak Krishak Samuha,2077/078,2077-07-19,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
824,C-6-Q-2142,Raktakali Krishi Utpadak Krishak Samuha,2077/078,2077-08-05,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
825,C-6-Q-2143,Tindhara Krishi Utpadak Krishak Samuha,2077/078,2077-08-05,28,Indrawati,9,Component A,Crop,Others,,,,,,,,
826,C-6-Q-2144,Siddadevi Krishi Utpadak Krishak Samuha,2077/078,2077-08-07,28,Indrawati,8,Component A,Crop,Seed Producers,,,,,,,,
827,C-6-Q-2145,Sirjanshiiiiil Krishi Utpadak Krishak Samuha,2077/078,2077-06-05,28,Indrawati,6,Component A,Crop,Others,,,,,,,,
828,C-6-Q-2146,Tilakeshwor Krishi Utpadak Krishak Samuha,2077/078,2077-07-24,28,Indrawati,7,Component A,Crop,Others,,,,,,,,
829,B-3-E-2148,Dihbar Baba Bakhra Palan Samuh,2077/078,2077-06-14,20,Dhanauji ,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
830,B-3-E-2149,Baba Bishwokarma Bakhra Palan Samuha,2077/078,2077-05-10,20,Dhanauji ,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
831,B-3-F-2150,Karikh Baba Bakhra Palan Samuha,2077/078,2077-07-01,20,Mukhiyapatti Musaharmiya,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
832,B-3-F-2151,baudhimai bakhra palan samuh,2077/078,2077-07-19,20,Mukhiyapatti Musaharmiya,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
833,B-4-G-2152,Chand mahila kukhura Palan Samuha,2077/078,2077-12-04,19,Pipara,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
834,B-4-G-2153,Bismilla Mahila Kukhura Palan Samuha,2077/078,2077-12-04,19,Pipara,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
835,B-4-G-2154,Champa Maharani Mahila Bakhra Palan Samuha,2077/078,2077-04-14,19,Pipara,3,Component A,Livestock,Others,,,,,,,,
836,B-4-G-2155,Dhan Laxmi Bakhra Palan Samuha,2077/078,2077-04-26,19,Pipara,2,Component A,Livestock,Others,,,,,,,,
837,B-4-G-2156,Ganesh Mahila Bakhra Palan Samuha,2077/078,2077-05-23,19,Pipara,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
838,B-4-G-2157,Girija Mahila Bakhra Palan Samuha,2077/078,2077-12-26,19,Pipara,5,Component A,Livestock,Others,,,,,,,,
839,B-4-G-2158,Jay Maa Vaishnodevi Mahila Bakhra Palan Samuha,2077/078,2077-04-28,19,Pipara,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
840,B-4-G-2159,Hanuman Mahila Bakhra Palan Samuha,2077/078,2077-04-22,19,Pipara,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
841,B-4-G-2160,Jay Mata Di Mahila Bakhra Palan Samuha,2077/078,2077-05-31,19,Pipara,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
842,B-4-G-2161,Kamleswori Mata Mahila Bakhra Palan Samuha,2077/078,2077-06-23,19,Pipara,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
843,B-4-G-2162,Laxmi Mahila Bakhra Palan Samuha,2077/078,2077-04-08,19,Pipara,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
844,B-4-G-2163,Jay Ma Durga Bakhra Palan Samuha,2077/078,2077-05-24,19,Pipara,1,Component A,Livestock,Others,,,,,,,,
845,B-4-G-2164,Ma Kali Mahila Bakhra Palan Samuha,2077/078,2077-04-27,19,Pipara,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
